model,year,price,transmission,fuelType,Make
 Fabia,2017,12000,1,Petrol,skoda
 Octavia,2017,14500,2,Diesel,skoda
 Fabia,2014,4790,2,Diesel,skoda
 Rapid,2013,5495,2,Petrol,skoda
 Octavia,2019,14790,2,Diesel,skoda
 Karoq,2019,22950,1,Petrol,skoda
 Superb,2019,26000,1,Petrol,skoda
 Octavia,2019,14650,2,Diesel,skoda
 Octavia,2019,12795,2,Diesel,skoda
 Octavia,2019,14950,2,Petrol,skoda
 Karoq,2019,25000,1,Petrol,skoda
 Octavia,2019,12650,2,Diesel,skoda
 Octavia,2019,16950,1,Diesel,skoda
 Octavia,2019,22000,1,Petrol,skoda
 Octavia,2019,13250,1,Diesel,skoda
 Rapid,2019,9545,2,Petrol,skoda
 Karoq,2019,23850,2,Diesel,skoda
 Rapid,2019,9550,2,Petrol,skoda
 Karoq,2019,20750,1,Diesel,skoda
 Octavia,2019,13790,2,Diesel,skoda
 Karoq,2019,21595,1,Diesel,skoda
 Kodiaq,2017,19795,2,Petrol,skoda
 Octavia,2019,12665,2,Diesel,skoda
 Karoq,2019,18850,1,Diesel,skoda
 Superb,2019,26550,1,Diesel,skoda
 Superb,2019,15850,2,Diesel,skoda
 Octavia,2019,14595,2,Diesel,skoda
 Kodiaq,2019,22890,2,Petrol,skoda
 Kodiaq,2019,23490,2,Petrol,skoda
 Octavia,2010,4237,1,Petrol,skoda
 Fabia,2006,995,2,Petrol,skoda
 Fabia,2019,9390,2,Petrol,skoda
 Fabia,2019,13940,2,Petrol,skoda
 Kodiaq,2019,23850,1,Diesel,skoda
 Octavia,2019,26980,1,Petrol,skoda
 Octavia,2019,12680,2,Petrol,skoda
 Superb,2019,19300,2,Diesel,skoda
 Octavia,2017,16240,2,Petrol,skoda
 Scala,2019,16250,1,Diesel,skoda
 Superb,2016,16995,4,Diesel,skoda
 Superb,2019,18740,2,Petrol,skoda
 Octavia,2019,17680,1,Diesel,skoda
 Octavia,2019,12640,2,Diesel,skoda
 Octavia,2019,16540,2,Diesel,skoda
 Superb,2019,27240,1,Petrol,skoda
 Octavia,2019,12540,2,Diesel,skoda
 Citigo,2015,5600,2,Petrol,skoda
 Superb,2017,16495,4,Diesel,skoda
 Yeti,2017,13995,4,Petrol,skoda
 Rapid,2016,7435,2,Petrol,skoda
 Fabia,2018,13425,4,Petrol,skoda
 Octavia,2019,14640,1,Diesel,skoda
 Octavia,2017,12650,1,Petrol,skoda
 Kodiaq,2020,32090,1,Diesel,skoda
 Kodiaq,2019,29190,1,Petrol,skoda
 Octavia,2020,21690,1,Petrol,skoda
 Fabia,2019,9395,2,Petrol,skoda
 Octavia,2014,5195,2,Petrol,skoda
 Fabia,2010,1250,2,Diesel,skoda
 Octavia,2019,19750,1,Diesel,skoda
 Superb,2019,24700,1,Petrol,skoda
 Karoq,2019,23340,2,Diesel,skoda
 Superb,2019,27690,1,Petrol,skoda
 Yeti Outdoor,2015,11790,2,Diesel,skoda
 Octavia,2015,12790,2,Diesel,skoda
 Superb,2019,20490,1,Petrol,skoda
 Octavia,2019,13980,2,Diesel,skoda
 Octavia,2019,12780,2,Diesel,skoda
 Fabia,2019,9980,2,Petrol,skoda
 Yeti Outdoor,2017,13590,1,Petrol,skoda
 Octavia,2019,15980,1,Diesel,skoda
 Karoq,2019,26240,1,Petrol,skoda
 Octavia,2018,17980,2,Petrol,skoda
 Rapid,2017,9625,2,Petrol,skoda
 Octavia,2019,13890,2,Diesel,skoda
 Octavia,2016,10590,1,Petrol,skoda
 Kodiaq,2019,23980,1,Petrol,skoda
 Octavia,2019,15380,1,Diesel,skoda
 Octavia,2019,17500,2,Petrol,skoda
 Octavia,2019,17970,1,Petrol,skoda
 Scala,2020,17980,1,Petrol,skoda
 Karoq,2019,18740,2,Petrol,skoda
 Octavia,2019,15450,1,Diesel,skoda
 Octavia,2019,15000,2,Petrol,skoda
 Kodiaq,2017,17980,1,Petrol,skoda
 Superb,2019,18490,1,Petrol,skoda
 Fabia,2014,4690,2,Diesel,skoda
 Octavia,2011,5490,2,Diesel,skoda
 Octavia,2011,4893,1,Diesel,skoda
 Superb,2019,28000,1,Petrol,skoda
 Fabia,2017,11280,1,Petrol,skoda
 Fabia,2017,10980,1,Petrol,skoda
 Superb,2019,14980,2,Diesel,skoda
 Kamiq,2019,20980,1,3,skoda
 Kamiq,2019,18480,1,3,skoda
 Kamiq,2019,18980,1,3,skoda
 Fabia,2017,10980,2,3,skoda
 Fabia,2017,11480,1,Petrol,skoda
 Karoq,2018,17280,2,Petrol,skoda
 Superb,2019,18980,1,Petrol,skoda
 Yeti,2017,14480,1,3,skoda
 Fabia,2018,9280,2,Petrol,skoda
 Fabia,2017,8980,2,Petrol,skoda
 Scala,2020,17980,2,Petrol,skoda
 Superb,2019,13480,2,Diesel,skoda
 Karoq,2019,22980,1,Petrol,skoda
 Superb,2016,13000,1,Diesel,skoda
 Superb,2016,16800,1,Petrol,skoda
 Kodiaq,2017,17000,1,Diesel,skoda
 Octavia,2015,9995,2,Diesel,skoda
 Superb,2010,4790,2,Petrol,skoda
 Octavia,2008,4290,2,Petrol,skoda
 Octavia,2011,3890,2,Petrol,skoda
 Fabia,2018,11800,4,Petrol,skoda
 Octavia,2017,10700,4,Petrol,skoda
 Fabia,2007,1500,2,Petrol,skoda
 Citigo,2018,8499,2,Petrol,skoda
 Fabia,2011,3795,2,Petrol,skoda
 Fabia,2013,3195,2,Petrol,skoda
 Yeti,2011,4490,2,Petrol,skoda
 Superb,2012,5740,1,Petrol,skoda
 Rapid,2013,4990,2,Petrol,skoda
 Rapid,2015,6980,1,Petrol,skoda
 Octavia,2015,9990,1,Petrol,skoda
 Octavia,2018,11000,1,Petrol,skoda
 Octavia,2018,11300,1,Petrol,skoda
 Octavia,2019,15750,1,Petrol,skoda
 Octavia,2018,11100,2,Petrol,skoda
 Octavia,2018,11300,2,Petrol,skoda
 Octavia,2012,5995,2,Diesel,skoda
 Octavia,2011,3640,2,Petrol,skoda
 Octavia,2018,14300,1,Diesel,skoda
 Octavia,2017,8800,2,Diesel,skoda
 Octavia,2016,9900,2,Petrol,skoda
 Fabia,2019,12600,1,Petrol,skoda
 Octavia,2016,14500,2,Diesel,skoda
 Octavia,2017,11480,1,Petrol,skoda
 Fabia,2017,8280,2,3,skoda
 Karoq,2020,24980,1,Petrol,skoda
 Superb,2017,15400,1,Diesel,skoda
 Octavia,2016,10700,2,Petrol,skoda
 Superb,2017,17000,1,Petrol,skoda
 Superb,2016,10200,1,Diesel,skoda
 Fabia,2013,7490,2,Petrol,skoda
 Octavia,2010,1190,2,Diesel,skoda
 Superb,2018,12490,4,Petrol,skoda
 Superb,2014,8990,2,Diesel,skoda
 Fabia,2015,7500,1,Petrol,skoda
 Octavia,2013,6700,2,Petrol,skoda
 Octavia,2014,6900,2,Petrol,skoda
 Superb,2017,12000,1,Diesel,skoda
 Octavia,2018,11600,2,Petrol,skoda
 Octavia,2018,11200,1,Petrol,skoda
 Octavia,2018,11100,1,Petrol,skoda
 Yeti,2013,9000,1,Petrol,skoda
 Citigo,2018,7500,2,Petrol,skoda
 Fabia,2016,9500,1,Petrol,skoda
 Kodiaq,2019,29980,1,Petrol,skoda
 Kodiaq,2019,26980,1,Petrol,skoda
 Octavia,2013,4980,2,Diesel,skoda
 Citigo,2018,8500,2,Petrol,skoda
 Octavia,2016,15485,4,Petrol,skoda
 Karoq,2019,20500,1,Petrol,skoda
 Fabia,2012,3695,2,Diesel,skoda
 Octavia,2009,2750,1,Diesel,skoda
 Octavia,2015,5980,2,Diesel,skoda
 Superb,2019,15280,2,Diesel,skoda
 Fabia,2018,9980,2,Petrol,skoda
 Fabia,2017,10480,1,Petrol,skoda
 Fabia,2019,14980,1,Petrol,skoda
 Fabia,2018,10980,1,Petrol,skoda
 Roomster,2011,4495,1,Petrol,skoda
 Octavia,2008,1999,2,Petrol,skoda
 Fabia,2016,10500,1,Petrol,skoda
 Rapid,2016,7000,2,Petrol,skoda
 Kodiaq,2019,21295,1,Petrol,skoda
 Superb,2020,26795,1,Hybrid,skoda
 Karoq,2019,20490,1,Petrol,skoda
 Karoq,2019,19195,2,Petrol,skoda
 Superb,2017,20395,1,Petrol,skoda
 Kodiaq,2019,28195,4,Petrol,skoda
 Fabia,2019,9195,2,Petrol,skoda
 Superb,2019,16295,2,Petrol,skoda
 Kodiaq,2019,30495,1,Petrol,skoda
 Octavia,2017,13195,1,Petrol,skoda
 Octavia,2017,13799,2,Petrol,skoda
 Kodiaq,2020,36999,4,Diesel,skoda
 Scala,2019,15999,3,Petrol,skoda
 Superb,2019,26499,4,Diesel,skoda
 Kamiq,2019,23999,4,Petrol,skoda
 Superb,2019,26295,1,Petrol,skoda
 Octavia,2017,17495,2,Petrol,skoda
 Octavia,2008,1500,2,Diesel,skoda
 Kodiaq,2019,26195,1,Petrol,skoda
 Kodiaq,2018,22590,1,Petrol,skoda
 Octavia,2020,29999,4,Petrol,skoda
 Scala,2020,19999,4,Petrol,skoda
 Kodiaq,2018,23999,4,Diesel,skoda
 Citigo,2013,4699,2,Petrol,skoda
 Fabia,2015,9499,4,Petrol,skoda
 Citigo,2014,5999,2,Petrol,skoda
 Yeti,2017,12650,1,Petrol,skoda
 Yeti,2015,12495,4,Diesel,skoda
 Superb,2016,14699,4,Petrol,skoda
 Octavia,2016,14999,4,Diesel,skoda
 Fabia,2009,1490,2,Petrol,skoda
 Citigo,2016,7995,1,Petrol,skoda
 Fabia,2019,14995,1,Petrol,skoda
 Octavia,2016,13995,1,Diesel,skoda
 Yeti,2016,13995,1,Petrol,skoda
 Karoq,2019,21995,1,Petrol,skoda
 Fabia,2019,12980,2,3,skoda
 Superb,2018,12980,2,Diesel,skoda
 Superb,2017,9280,2,Diesel,skoda
 Superb,2019,20980,1,Petrol,skoda
 Kodiaq,2018,25980,1,Petrol,skoda
 Karoq,2019,23980,2,Diesel,skoda
 Fabia,2016,7699,2,Petrol,skoda
 Citigo,2016,5999,2,Petrol,skoda
 Yeti,2017,14499,4,Petrol,skoda
 Octavia,2016,11999,4,Petrol,skoda
 Karoq,2019,19499,2,Petrol,skoda
 Yeti,2016,14499,4,Diesel,skoda
 Superb,2017,11499,4,Diesel,skoda
 Octavia,2018,12199,2,Petrol,skoda
 Superb,2019,24685,1,Petrol,skoda
 Superb,2019,18595,1,Petrol,skoda
 Fabia,2019,12895,2,Petrol,skoda
 Fabia,2016,11099,4,Petrol,skoda
 Yeti,2016,13499,4,Petrol,skoda
 Octavia,2018,13199,4,Petrol,skoda
 Kodiaq,2019,25999,4,Diesel,skoda
 Fabia,2016,8499,2,Petrol,skoda
 Octavia,2019,14740,2,Petrol,skoda
 Superb,2019,24980,1,Diesel,skoda
 Kodiaq,2020,27295,1,Petrol,skoda
 Octavia,2019,13795,2,Diesel,skoda
 Fabia,2019,12295,1,Petrol,skoda
 Octavia,2019,13295,1,Diesel,skoda
 Superb,2019,24895,1,Petrol,skoda
 Superb,2015,12999,2,Diesel,skoda
 Karoq,2018,18499,2,Diesel,skoda
 Kodiaq,2018,20490,1,Petrol,skoda
 Superb,2019,21880,1,Diesel,skoda
 Superb,2019,16090,2,Petrol,skoda
 Octavia,2019,17880,1,Diesel,skoda
 Yeti,2017,14440,4,Petrol,skoda
 Yeti,2017,13999,4,Petrol,skoda
 Karoq,2019,23999,4,Petrol,skoda
 Fabia,2019,10999,2,Petrol,skoda
 Fabia,2019,13299,2,Petrol,skoda
 Citigo,2019,9499,2,Petrol,skoda
 Yeti,2016,12370,4,Petrol,skoda
 Citigo,2017,7210,2,Petrol,skoda
 Octavia,2016,16220,4,Diesel,skoda
 Octavia,2019,18990,4,Diesel,skoda
 Superb,2019,15680,2,Diesel,skoda
 Superb,2019,13680,1,Diesel,skoda
 Yeti,2014,7990,2,Petrol,skoda
 Octavia,2018,16410,4,Petrol,skoda
 Fabia,2016,8770,2,Petrol,skoda
 Superb,2016,13420,4,Petrol,skoda
 Citigo,2015,5910,2,Petrol,skoda
 Superb,2014,9860,2,Diesel,skoda
 Karoq,2020,31990,4,Petrol,skoda
 Rapid,2017,9440,2,Petrol,skoda
 Superb,2017,18190,4,Petrol,skoda
 Kodiaq,2017,20210,4,Petrol,skoda
 Octavia,2017,14330,4,Petrol,skoda
 Fabia,2015,10840,4,Petrol,skoda
 Fabia,2018,12710,4,Petrol,skoda
 Kamiq,2019,17220,2,Petrol,skoda
 Yeti,2016,11040,4,Petrol,skoda
 Scala,2020,19480,1,Petrol,skoda
 Karoq,2019,19980,1,Petrol,skoda
 Scala,2020,15980,2,Petrol,skoda
 Octavia,2020,17980,1,Petrol,skoda
 Superb,2019,15480,1,Diesel,skoda
 Superb,2019,15980,1,Diesel,skoda
 Superb,2019,14680,1,Diesel,skoda
 Superb,2017,20110,4,Petrol,skoda
 Superb,2017,14860,4,Diesel,skoda
 Kodiaq,2017,19950,1,Diesel,skoda
 Fabia,2017,10980,1,3,skoda
 Superb,2019,15480,2,Diesel,skoda
 Superb,2019,13980,1,Diesel,skoda
 Superb,2019,13980,2,Diesel,skoda
 Octavia,2016,16440,2,Diesel,skoda
 Fabia,2017,9620,4,Petrol,skoda
 Citigo,2017,6040,2,Petrol,skoda
 Fabia,2015,9960,4,Petrol,skoda
 Octavia,2016,12970,4,Petrol,skoda
 Yeti,2016,11080,4,Petrol,skoda
 Yeti,2016,12490,4,Petrol,skoda
 Rapid,2015,8999,2,Petrol,skoda
 Yeti,2014,9999,2,Diesel,skoda
 Octavia,2018,12480,2,Petrol,skoda
 Yeti,2014,11440,4,Petrol,skoda
 Octavia,2014,10990,4,Petrol,skoda
 Fabia,2017,9500,4,Petrol,skoda
 Fabia,2017,9232,4,Petrol,skoda
 I20,2017,7999,2,Petrol,Hyundai
 Tucson,2016,14499,1,Diesel,Hyundai
 Tucson,2016,11399,2,Diesel,Hyundai
 I10,2016,6499,2,Petrol,Hyundai
 IX35,2015,10199,2,Diesel,Hyundai
 I10,2015,6149,2,Petrol,Hyundai
 I20,2015,6799,2,Petrol,Hyundai
 Tucson,2016,14199,1,Diesel,Hyundai
 I30,2018,10399,1,Petrol,Hyundai
 Tucson,2016,12163,2,Diesel,Hyundai
 Tucson,2017,13200,2,Diesel,Hyundai
 I30,2017,10000,2,Petrol,Hyundai
 I20,2015,6900,2,Petrol,Hyundai
 Tucson,2019,17750,2,Petrol,Hyundai
 Tucson,2017,14600,4,Diesel,Hyundai
 I40,2015,8700,2,Diesel,Hyundai
 Tucson,2017,13000,2,Diesel,Hyundai
 I10,2018,7100,2,Petrol,Hyundai
 I10,2016,7500,2,Petrol,Hyundai
 Tucson,2017,12000,2,Diesel,Hyundai
 Tucson,2017,11695,2,Petrol,Hyundai
 I20,2015,7995,2,Petrol,Hyundai
 Tucson,2015,10700,2,Diesel,Hyundai
 I10,2016,8100,2,Petrol,Hyundai
 IX35,2013,8200,2,Diesel,Hyundai
 I10,2016,6600,2,Petrol,Hyundai
 Tucson,2018,13900,2,Petrol,Hyundai
 Tucson,2018,13700,2,Petrol,Hyundai
 I30,2017,8300,2,Diesel,Hyundai
 Tucson,2016,15800,1,Diesel,Hyundai
 Ioniq,2018,15000,1,Hybrid,Hyundai
 Tucson,2015,15200,1,Diesel,Hyundai
 I10,2014,7700,1,Petrol,Hyundai
 I30,2017,10500,1,Diesel,Hyundai
 I20,2017,11400,1,Petrol,Hyundai
 Kona,2018,12995,2,Petrol,Hyundai
 Tucson,2019,18000,2,Petrol,Hyundai
 I10,2018,9000,2,Petrol,Hyundai
 Veloster,2014,8300,2,Petrol,Hyundai
 I10,2018,8500,2,Petrol,Hyundai
 I30,2019,14500,2,Petrol,Hyundai
 Tucson,2016,13800,2,Diesel,Hyundai
 I30,2016,9000,2,Diesel,Hyundai
 Tucson,2017,13800,2,Diesel,Hyundai
 Tucson,2017,14100,2,Petrol,Hyundai
 I10,2013,5000,2,Petrol,Hyundai
 I10,2018,10300,2,Petrol,Hyundai
 I40,2015,11500,2,Diesel,Hyundai
 IX35,2015,11400,2,Diesel,Hyundai
 I20,2017,10000,2,Petrol,Hyundai
 I10,2018,7800,2,Petrol,Hyundai
 I10,2016,6300,2,Petrol,Hyundai
 Tucson,2016,11300,2,Diesel,Hyundai
 I800,2018,15500,2,Diesel,Hyundai
 I20,2018,11700,2,Petrol,Hyundai
 Tucson,2017,16800,2,Petrol,Hyundai
 I10,2016,6500,2,Petrol,Hyundai
 I10,2019,8600,2,Petrol,Hyundai
 I30,2016,9400,2,Petrol,Hyundai
 IX20,2013,6000,2,Petrol,Hyundai
 Tucson,2017,15000,2,Diesel,Hyundai
 Tucson,2019,15000,2,Petrol,Hyundai
 Tucson,2019,16300,2,Petrol,Hyundai
 I10,2018,8300,2,Petrol,Hyundai
 I800,2019,18500,2,Diesel,Hyundai
 Tucson,2016,12300,2,Diesel,Hyundai
 I10,2014,5500,2,Petrol,Hyundai
 I800,2018,15299,1,Diesel,Hyundai
 IX20,2016,9000,2,Diesel,Hyundai
 I10,2017,7600,2,Petrol,Hyundai
 I10,2017,7300,2,Petrol,Hyundai
 I20,2015,7500,2,Petrol,Hyundai
 Ioniq,2019,19800,1,Petrol,Hyundai
 I10,2015,7500,2,Petrol,Hyundai
 Tucson,2017,15700,1,Diesel,Hyundai
 I20,2017,8500,2,Petrol,Hyundai
 Tucson,2017,12000,2,Petrol,Hyundai
 I30,2018,9299,2,Petrol,Hyundai
 Tucson,2016,11599,2,Diesel,Hyundai
 I10,2017,7000,2,Petrol,Hyundai
 I10,2017,8000,2,Petrol,Hyundai
 I20,2017,8600,2,Petrol,Hyundai
 I30,2016,8900,2,Diesel,Hyundai
 IX35,2014,9800,2,Diesel,Hyundai
 I10,2015,6800,2,Petrol,Hyundai
 I30,2018,11531,1,Petrol,Hyundai
 I40,2016,11400,1,Diesel,Hyundai
 IX20,2016,7194,2,Petrol,Hyundai
 I10,2015,6500,2,Petrol,Hyundai
 Tucson,2018,12556,2,Petrol,Hyundai
 I10,2014,5644,2,Petrol,Hyundai
 I10,2017,7799,2,Petrol,Hyundai
 IX35,2011,6936,2,Diesel,Hyundai
 I10,2018,9499,1,Petrol,Hyundai
 IX35,2012,5000,2,Diesel,Hyundai
 I30,2018,9000,2,Petrol,Hyundai
 I800,2017,13499,1,Diesel,Hyundai
 I10,2016,6000,2,Petrol,Hyundai
 I10,2018,8495,1,Petrol,Hyundai
 I20,2019,11995,2,Petrol,Hyundai
 I10,2018,6350,2,Petrol,Hyundai
 I20,2019,11795,2,Petrol,Hyundai
 Tucson,2016,13300,2,Diesel,Hyundai
 Tucson,2018,13950,2,Petrol,Hyundai
 Tucson,2019,15600,2,Petrol,Hyundai
 Tucson,2016,12795,2,Diesel,Hyundai
 I10,2014,6600,2,Petrol,Hyundai
 Veloster,2012,6300,2,Petrol,Hyundai
 Santa Fe,2014,15500,1,Diesel,Hyundai
 Tucson,2019,15400,2,Petrol,Hyundai
 I30,2016,8900,2,Petrol,Hyundai
 Tucson,2017,14100,4,Diesel,Hyundai
 Tucson,2017,13100,2,Diesel,Hyundai
 Tucson,2017,12600,2,Diesel,Hyundai
 Tucson,2016,12950,2,Diesel,Hyundai
 Tucson,2018,13300,2,Petrol,Hyundai
 Tucson,2017,12700,2,Diesel,Hyundai
 IX35,2015,9700,2,Petrol,Hyundai
 IX35,2014,8700,2,Diesel,Hyundai
 I20,2016,7500,2,Petrol,Hyundai
 IX20,2014,6500,2,Petrol,Hyundai
 I20,2019,12000,2,Petrol,Hyundai
 I30,2015,8250,2,Diesel,Hyundai
 IX35,2011,7799,1,Diesel,Hyundai
 Tucson,2016,14999,1,Diesel,Hyundai
 Santa Fe,2017,18999,1,Diesel,Hyundai
 I10,2012,3799,2,Petrol,Hyundai
 I30,2015,7803,2,Diesel,Hyundai
 Tucson,2016,12995,2,Diesel,Hyundai
 Tucson,2016,16498,1,Diesel,Hyundai
 I30,2015,8998,2,Petrol,Hyundai
 Kona,2019,14298,2,Petrol,Hyundai
 IX35,2013,7298,2,Diesel,Hyundai
 I10,2016,5998,2,Petrol,Hyundai
 I30,2018,11998,2,Diesel,Hyundai
 I800,2018,15998,2,Diesel,Hyundai
 I10,2014,5498,2,Petrol,Hyundai
 I30,2016,7498,2,Diesel,Hyundai
 IX20,2015,6498,2,Petrol,Hyundai
 Kona,2019,15498,2,Petrol,Hyundai
 I20,2017,8498,2,Petrol,Hyundai
 Tucson,2017,13698,2,Diesel,Hyundai
 I10,2017,6998,2,Petrol,Hyundai
 Tucson,2017,13998,2,Diesel,Hyundai
 Tucson,2017,14498,2,Diesel,Hyundai
 I800,2019,19998,1,Diesel,Hyundai
 Kona,2018,12498,2,Petrol,Hyundai
 I40,2017,8998,2,Diesel,Hyundai
 IX20,2016,8298,2,Petrol,Hyundai
 Kona,2018,15995,2,Petrol,Hyundai
 IX35,2015,9495,2,Diesel,Hyundai
 I30,2018,8998,2,Petrol,Hyundai
 I30,2019,14998,2,Petrol,Hyundai
 Kona,2019,21998,1,Hybrid,Hyundai
 I20,2017,8998,2,Petrol,Hyundai
 I40,2016,10998,2,Diesel,Hyundai
 I20,2016,9498,2,Petrol,Hyundai
 I10,2015,5998,2,Petrol,Hyundai
 IX20,2015,7998,2,Petrol,Hyundai
 I20,2017,7998,2,Petrol,Hyundai
 I20,2015,7398,2,Petrol,Hyundai
 I20,2015,6698,2,Petrol,Hyundai
 I20,2017,8598,2,Petrol,Hyundai
 I30,2019,23498,2,Petrol,Hyundai
 Kona,2019,14998,2,Petrol,Hyundai
 Santa Fe,2019,34998,4,Diesel,Hyundai
 Tucson,2019,15998,2,Petrol,Hyundai
 Tucson,2019,15498,2,Petrol,Hyundai
 Tucson,2019,18998,4,Petrol,Hyundai
 Tucson,2017,15298,4,Diesel,Hyundai
 Tucson,2017,15998,4,Diesel,Hyundai
 I10,2017,6498,2,Petrol,Hyundai
 Santa Fe,2017,15998,2,Diesel,Hyundai
 Tucson,2016,12498,2,Diesel,Hyundai
 IX20,2014,5998,2,Diesel,Hyundai
 Tucson,2018,16500,2,Petrol,Hyundai
 Santa Fe,2015,16998,4,Diesel,Hyundai
 Tucson,2016,10998,2,Petrol,Hyundai
 Tucson,2016,18698,1,Diesel,Hyundai
 Tucson,2017,11498,2,Diesel,Hyundai
 Tucson,2018,14998,2,Petrol,Hyundai
 Tucson,2017,13498,2,Petrol,Hyundai
 I20,2018,9985,1,Petrol,Hyundai
 I10,2017,7498,2,Petrol,Hyundai
 I30,2015,8798,2,Petrol,Hyundai
 I20,2016,8298,2,Petrol,Hyundai
 Ioniq,2019,20998,1,Hybrid,Hyundai
 Kona,2019,20998,1,Hybrid,Hyundai
 I30,2017,10485,2,Diesel,Hyundai
 Santa Fe,2018,21985,2,Diesel,Hyundai
 I10,2020,14485,2,Petrol,Hyundai
 I20,2020,14485,2,Petrol,Hyundai
 Tucson,2016,11485,2,Diesel,Hyundai
 I20,2016,7489,2,Petrol,Hyundai
 Santa Fe,2017,19429,4,Diesel,Hyundai
 I10,2017,6995,2,Petrol,Hyundai
 I10,2019,9985,2,Petrol,Hyundai
 Ioniq,2019,22998,1,Hybrid,Hyundai
 Tucson,2016,13298,2,Diesel,Hyundai
 I800,2019,19998,2,Diesel,Hyundai
 I40,2015,9298,2,Diesel,Hyundai
 Tucson,2017,14985,2,Diesel,Hyundai
 Tucson,2018,13985,2,Diesel,Hyundai
 I40,2017,11485,2,Diesel,Hyundai
 I30,2017,10785,2,Diesel,Hyundai
 I20,2019,9485,2,Petrol,Hyundai
 I20,2019,10485,2,Petrol,Hyundai
 I30,2017,8985,2,Diesel,Hyundai
 Tucson,2016,14798,4,Diesel,Hyundai
 Tucson,2017,14498,4,Diesel,Hyundai
 Tucson,2016,11498,2,Diesel,Hyundai
 IX35,2015,8250,2,Diesel,Hyundai
 I10,2017,7495,2,Petrol,Hyundai
 I800,2017,15985,1,Diesel,Hyundai
 IX35,2015,7885,2,Diesel,Hyundai
 IX35,2015,7995,2,Diesel,Hyundai
 Tucson,2016,10998,2,Diesel,Hyundai
 Santa Fe,2015,13998,2,Diesel,Hyundai
 Tucson,2016,11998,2,Diesel,Hyundai
 I20,2017,8995,2,Petrol,Hyundai
 Santa Fe,2013,12245,4,Diesel,Hyundai
 Santa Fe,2016,18295,4,Diesel,Hyundai
 Kona,2018,12998,2,Petrol,Hyundai
 IX35,2014,7298,2,Diesel,Hyundai
 I20,2013,3998,2,Petrol,Hyundai
 Tucson,2016,15798,2,Diesel,Hyundai
 I20,2016,8998,1,Petrol,Hyundai
 Tucson,2016,12298,2,Diesel,Hyundai
 I20,2017,8298,2,Petrol,Hyundai
 Tucson,2017,13498,2,Diesel,Hyundai
 I40,2016,9698,2,Diesel,Hyundai
 Tucson,2017,12998,2,Diesel,Hyundai
 Ioniq,2018,17298,1,Hybrid,Hyundai
 Tucson,2017,12398,2,Diesel,Hyundai
 Tucson,2016,13998,4,Diesel,Hyundai
 I30,2015,6498,2,Diesel,Hyundai
 Tucson,2016,14698,2,Diesel,Hyundai
 IX20,2016,7998,2,Petrol,Hyundai
 Tucson,2017,15698,4,Diesel,Hyundai
 Tucson,2018,12698,2,Petrol,Hyundai
 Tucson,2015,10298,2,Diesel,Hyundai
 I40,2014,7498,2,Diesel,Hyundai
 I30,2018,11298,2,Petrol,Hyundai
 I20,2014,4998,2,Petrol,Hyundai
 Tucson,2017,14998,4,Diesel,Hyundai
 Tucson,2018,15500,2,Petrol,Hyundai
 IX35,2013,6998,2,Diesel,Hyundai
 Tucson,2016,11698,2,Diesel,Hyundai
 I30,2013,5998,2,Diesel,Hyundai
 I20,2015,7298,2,Petrol,Hyundai
 I30,2017,9698,2,Diesel,Hyundai
 I30,2018,10998,2,Petrol,Hyundai
 Kona,2018,13498,2,Petrol,Hyundai
 Kona,2018,13698,2,Petrol,Hyundai
 I10,2017,6698,2,Petrol,Hyundai
 Kona,2019,15298,2,Petrol,Hyundai
 IX20,2017,9998,2,Petrol,Hyundai
 Tucson,2016,11400,2,Petrol,Hyundai
 IX20,2017,8998,2,Petrol,Hyundai
 Santa Fe,2015,14498,2,Diesel,Hyundai
 I20,2017,7798,2,Petrol,Hyundai
 Kona,2019,13998,2,Petrol,Hyundai
 Tucson,2015,11998,2,Diesel,Hyundai
 I30,2016,8498,2,Petrol,Hyundai
 Tucson,2019,23998,2,Hybrid,Hyundai
 I800,2018,15498,1,Diesel,Hyundai
 I800,2018,15498,2,Diesel,Hyundai
 I30,2016,8998,2,Diesel,Hyundai
 Tucson,2018,14498,2,Petrol,Hyundai
 I30,2018,9498,2,Petrol,Hyundai
 I30,2018,9298,2,Petrol,Hyundai
 I800,2019,20998,2,Diesel,Hyundai
 I800,2019,17998,2,Diesel,Hyundai
 Tucson,2018,15298,2,Petrol,Hyundai
 I20,2019,12498,2,Petrol,Hyundai
 Ioniq,2019,15998,1,Hybrid,Hyundai
 Ioniq,2019,16498,1,Hybrid,Hyundai
 Kona,2018,13998,2,Petrol,Hyundai
 I800,2019,21498,2,Diesel,Hyundai
 I20,2017,9490,2,Petrol,Hyundai
 Tucson,2016,11495,2,Diesel,Hyundai
 I30,2019,12998,2,Diesel,Hyundai
 Tucson,2016,14995,2,Diesel,Hyundai
 Santa Fe,2016,16498,2,Diesel,Hyundai
 Tucson,2018,17998,2,Diesel,Hyundai
 I10,2018,6998,2,Petrol,Hyundai
 Santa Fe,2013,11498,4,Diesel,Hyundai
 I20,2015,7798,2,Petrol,Hyundai
 I30,2015,7998,2,Petrol,Hyundai
 I20,2016,7398,2,Petrol,Hyundai
 Kona,2018,14298,2,Petrol,Hyundai
 I10,2017,7998,2,Petrol,Hyundai
 Tucson,2017,15498,2,Diesel,Hyundai
 I30,2015,6698,2,Diesel,Hyundai
