model,year,price,transmission,fuelType,Make
 Q5,2017,39990,4,Petrol,audi
 A3,2017,20250,4,Petrol,audi
 A5,2018,21990,2,Diesel,audi
 Q5,2019,33490,1,Diesel,audi
 A4,2017,17500,2,Diesel,audi
 A4,2019,28000,1,Petrol,audi
 A6,2016,19000,2,Diesel,audi
 A3,2015,16750,4,Petrol,audi
 A6,2016,24000,4,Diesel,audi
 A1,2016,16000,4,Petrol,audi
 R8,2019,137500,4,Petrol,audi
 A4,2017,17000,2,Diesel,audi
 Q3,2018,22500,2,Petrol,audi
 A4,2017,20000,4,Diesel,audi
 Q2,2019,23000,1,Diesel,audi
 Q3,2020,36850,4,Diesel,audi
 A1,2013,11350,4,Petrol,audi
 Q5,2020,41000,4,Petrol,audi
 A3,2019,27000,1,Diesel,audi
 A1,2016,17000,4,Petrol,audi
 A3,2019,21500,2,Diesel,audi
 A4,2016,19000,1,Diesel,audi
 A4,2017,17000,4,Diesel,audi
 A1,2015,10000,2,Diesel,audi
 A1,2015,12500,2,Petrol,audi
 RS3,2016,29350,4,Petrol,audi
 A5,2017,21750,1,Diesel,audi
 A3,2019,19750,2,Petrol,audi
 A4,2019,27000,1,Diesel,audi
 A4,2019,31000,1,Diesel,audi
 A5,2019,28750,1,Petrol,audi
 Q5,2019,32000,1,Diesel,audi
 A4,2019,32750,4,Diesel,audi
 A4,2019,37850,1,Petrol,audi
 A8,2019,52850,1,Diesel,audi
 A6,2019,49850,1,Diesel,audi
 A1,2014,10398,2,Petrol,audi
 A1,2017,11500,2,Petrol,audi
 A5,2019,27000,2,Petrol,audi
 Q2,2019,23000,1,Petrol,audi
 A5,2016,18500,4,Petrol,audi
 Q2,2019,32000,4,Petrol,audi
 Q5,2020,49000,1,Diesel,audi
 Q3,2017,18750,4,Diesel,audi
 A7,2017,37500,4,Petrol,audi
 A3,2019,18500,1,Diesel,audi
 A6,2019,30850,1,Diesel,audi
 A5,2019,26850,1,Petrol,audi
 A5,2019,28450,4,Diesel,audi
 A7,2017,23450,4,Diesel,audi
 Q2,2019,20850,2,Diesel,audi
 A5,2019,27850,2,Petrol,audi
 A3,2019,19850,2,Diesel,audi
 Q5,2018,24850,4,Diesel,audi
 Q5,2016,20850,1,Diesel,audi
 Q5,2019,33850,4,Diesel,audi
 A1,2014,8900,2,Petrol,audi
 A1,2016,13500,2,Diesel,audi
 Q3,2017,20500,4,Diesel,audi
 A1,2017,12600,2,Petrol,audi
 A6,2015,27950,4,Petrol,audi
 Q7,2017,53950,4,Diesel,audi
 A4,2017,29950,1,Petrol,audi
 A6,2015,15495,2,Diesel,audi
 A4,2017,17250,2,Petrol,audi
 TT,2016,18000,2,Petrol,audi
 A6,2018,22500,4,Diesel,audi
 A3,2017,18950,2,Petrol,audi
 Q3,2019,31000,2,Diesel,audi
 A4,2017,20900,2,Petrol,audi
 A3,2019,20250,1,Diesel,audi
 Q2,2018,21850,2,Petrol,audi
 A7,2019,35850,1,Diesel,audi
 A4,2019,31850,4,Diesel,audi
 A3,2019,25450,4,Diesel,audi
 TT,2019,26850,4,Petrol,audi
 Q5,2019,47850,4,Diesel,audi
 A3,2018,22995,4,Petrol,audi
 A4,2017,25000,4,Diesel,audi
 A1,2019,17995,2,Petrol,audi
 TT,2015,17650,2,Petrol,audi
 A4,2016,11500,2,Petrol,audi
 A3,2015,17990,1,Hybrid,audi
 Q2,2018,15900,2,Petrol,audi
 A3,2017,11930,2,Petrol,audi
 Q2,2018,15710,2,Diesel,audi
 A6,2017,15490,2,Diesel,audi
 A3,2015,10920,2,Diesel,audi
 Q2,2019,23995,4,Diesel,audi
 A5,2019,25295,4,Diesel,audi
 Q2,2017,23500,4,Diesel,audi
 Q5,2016,19800,4,Diesel,audi
 Q2,2019,22995,2,Diesel,audi
 Q2,2017,19000,4,Petrol,audi
 Q5,2020,36000,4,Diesel,audi
 Q2,2019,24500,4,Petrol,audi
 A6,2016,24200,4,Diesel,audi
 Q5,2019,32500,4,Diesel,audi
 A1,2018,17995,4,Petrol,audi
 A4,2014,11995,4,Diesel,audi
 A5,2014,12020,2,Petrol,audi
 A4,2020,28995,4,Petrol,audi
 Q2,2019,28800,1,Petrol,audi
 A4,2018,20995,4,Diesel,audi
 Q7,2017,55900,4,Diesel,audi
 A1,2014,10995,2,Diesel,audi
 Q3,2019,27200,2,Diesel,audi
 A1,2016,11230,2,Petrol,audi
 A3,2016,13170,2,Petrol,audi
 A5,2015,10960,2,Diesel,audi
 A5,2016,19990,2,Diesel,audi
 A4,2018,17495,4,Petrol,audi
 A1,2020,23000,4,Petrol,audi
 A5,2020,35000,4,Diesel,audi
 A4,2016,17950,2,Diesel,audi
 Q2,2019,20000,4,Diesel,audi
 A1,2017,13500,2,Petrol,audi
 A4,2016,23500,4,Diesel,audi
 A8,2018,34700,1,Diesel,audi
 A4,2017,17850,2,Diesel,audi
 A6,2018,24850,4,Diesel,audi
 A6,2018,20450,2,Diesel,audi
 A6,2019,30850,4,Diesel,audi
 A3,2019,30495,4,Petrol,audi
 TT,2019,38495,4,Petrol,audi
 Q5,2019,44495,4,Hybrid,audi
 A5,2019,26995,4,Petrol,audi
 A3,2019,23900,4,Petrol,audi
 Q2,2020,30795,4,Petrol,audi
 A3,2018,20995,2,Diesel,audi
 Q7,2015,31900,1,Diesel,audi
 Q3,2019,28995,4,Petrol,audi
 Q5,2015,26400,1,Diesel,audi
 A6,2019,38995,4,Diesel,audi
 Q3,2019,25000,2,Petrol,audi
 A5,2017,21995,4,Diesel,audi
 A4,2018,28995,4,Petrol,audi
 A1,2020,20995,4,Petrol,audi
 A5,2020,30995,4,Diesel,audi
 Q8,2020,86995,4,Diesel,audi
 A7,2020,42995,4,Diesel,audi
 A5,2020,27495,4,Diesel,audi
 A4,2017,17450,2,Petrol,audi
 Q3,2015,16850,4,Diesel,audi
 Q7,2018,53850,4,Diesel,audi
 RS6,2016,47850,4,Petrol,audi
 Q7,2018,49850,4,Diesel,audi
 A5,2017,19450,4,Diesel,audi
 A5,2017,27995,4,Petrol,audi
 A5,2017,30495,4,Petrol,audi
 A5,2017,22495,4,Diesel,audi
 Q5,2016,20995,4,Diesel,audi
 A1,2019,21495,4,Petrol,audi
 A4,2020,30995,4,Petrol,audi
 Q3,2020,39995,4,Petrol,audi
 Q3,2020,34495,4,Petrol,audi
 Q2,2020,27995,4,Petrol,audi
 TT,2019,29495,4,Petrol,audi
 A4,2018,27995,4,Petrol,audi
 A1,2018,12495,2,Diesel,audi
 A6,2015,18495,4,Diesel,audi
 A4,2018,27995,1,Petrol,audi
 A4,2019,26995,4,Diesel,audi
 A3,2018,26995,4,Petrol,audi
 A5,2019,27450,1,Diesel,audi
 A6,2019,46850,1,Diesel,audi
 A1,2019,19490,2,Petrol,audi
 Q8,2019,55995,4,Diesel,audi
 A8,2018,36995,4,Diesel,audi
 Q3,2017,22495,2,Diesel,audi
 Q3,2018,24495,4,Petrol,audi
 A1,2020,20495,2,Petrol,audi
 Q5,2020,39495,4,Petrol,audi
 A3,2016,13495,2,Diesel,audi
 Q5,2019,35495,4,Petrol,audi
 Q3,2019,28495,2,Diesel,audi
 A4,2019,27495,4,Petrol,audi
 A5,2019,28995,4,Petrol,audi
 Q5,2020,49495,4,Hybrid,audi
 A3,2019,25995,4,Petrol,audi
 A3,2017,18495,2,Diesel,audi
 A4,2018,31495,4,Petrol,audi
 A5,2019,33495,4,Diesel,audi
 TT,2017,17990,2,Diesel,audi
 A3,2016,13990,2,Diesel,audi
 Q5,2020,51495,4,Diesel,audi
 A4,2019,22995,4,Petrol,audi
 A4,2019,25995,4,Petrol,audi
 Q7,2016,28850,1,Diesel,audi
 Q8,2019,52850,1,Diesel,audi
 A6,2019,27850,1,Diesel,audi
 A4,2019,25850,1,Petrol,audi
 A4,2019,29450,1,Diesel,audi
 R8,2018,93950,4,Petrol,audi
 A3,2017,17995,2,Diesel,audi
 A1,2013,8495,2,Diesel,audi
 A3,2019,32995,4,Petrol,audi
 Q5,2019,31995,4,Diesel,audi
 RS6,2020,102544,4,Petrol,audi
 Q5,2020,56990,4,Diesel,audi
 A5,2019,35850,1,Diesel,audi
 A3,2019,17500,2,Diesel,audi
 A6,2019,26490,4,Diesel,audi
 A3,2016,16990,4,Diesel,audi
 RS6,2017,53990,4,Petrol,audi
 A6,2017,23990,4,Diesel,audi
 Q7,2016,28990,4,Diesel,audi
 A1,2018,15990,2,Petrol,audi
 A1,2016,12990,2,Petrol,audi
 A4,2016,20995,4,Diesel,audi
 A6,2016,23495,4,Diesel,audi
 Q5,2018,38995,4,Petrol,audi
 A3,2019,22495,4,Petrol,audi
 A4,2019,26495,4,Petrol,audi
 A3,2017,25495,4,Petrol,audi
 A1,2014,9990,2,Diesel,audi
 A5,2017,20990,4,Petrol,audi
 A3,2017,25990,4,Petrol,audi
 Q3,2020,35990,4,Diesel,audi
 Q3,2020,37990,4,Petrol,audi
 A3,2015,13990,2,Diesel,audi
 A6,2017,19990,4,Diesel,audi
 RS4,2018,49990,4,Petrol,audi
 Q5,2019,41990,4,Petrol,audi
 Q8,2018,62990,4,Diesel,audi
 A4,2019,24500,1,Petrol,audi
 A3,2019,19500,2,Diesel,audi
 Q3,2017,21450,4,Petrol,audi
 Q2,2019,26000,1,Petrol,audi
 A1,2019,20000,4,Petrol,audi
 A5,2018,33990,1,Petrol,audi
 A5,2017,21490,4,Petrol,audi
 Q2,2018,17990,2,Diesel,audi
 A1,2020,20999,2,Petrol,audi
 A4,2016,16490,2,Diesel,audi
 RS4,2014,26490,4,Petrol,audi
 Q7,2018,40790,4,Diesel,audi
 A6,2014,15990,4,Diesel,audi
 Q3,2017,23490,2,Diesel,audi
 A5,2018,22990,1,Petrol,audi
 A3,2019,26059,1,Petrol,audi
 Q3,2019,30990,1,Diesel,audi
 Q8,2019,61990,1,Diesel,audi
 Q5,2019,34990,1,Petrol,audi
 RS5,2019,53990,1,Petrol,audi
 Q3,2019,35990,1,Diesel,audi
 Q5,2019,39215,4,Petrol,audi
 Q2,2019,27120,2,Petrol,audi
 A1,2019,25990,2,Petrol,audi
 A1,2019,20490,2,Petrol,audi
 A1,2017,16990,4,Petrol,audi
 Q5,2019,37490,1,Petrol,audi
 Q5,2019,37990,4,Diesel,audi
 Q7,2018,56990,4,Diesel,audi
 A3,2019,26663,1,Diesel,audi
 Q3,2019,29490,1,Diesel,audi
 Q7,2019,53990,4,Diesel,audi
 A1,2019,20595,2,Petrol,audi
 Q7,2020,62990,4,Diesel,audi
 Q3,2019,29990,2,Petrol,audi
 TT,2019,24975,1,Petrol,audi
 A3,2019,26990,4,Petrol,audi
 A6,2019,41990,4,Diesel,audi
 A3,2019,31990,4,Petrol,audi
 Q8,2019,66990,4,Diesel,audi
 Q3,2019,26990,2,Petrol,audi
 A6,2019,49990,1,Diesel,audi
 TT,2019,32990,1,Petrol,audi
 Q5,2019,35490,1,Petrol,audi
 Q2,2019,27790,1,Diesel,audi
 A4,2018,24990,4,Diesel,audi
 Q3,2019,28490,4,Diesel,audi
 Q3,2019,39990,4,Petrol,audi
 A6,2019,36990,1,Diesel,audi
 Q3,2019,34990,1,Petrol,audi
 A3,2019,22190,1,Diesel,audi
 Q2,2019,29995,1,Petrol,audi
 A1,2019,21811,4,Petrol,audi
 A3,2014,15490,1,Hybrid,audi
 RS6,2017,54490,4,Petrol,audi
 Q3,2019,29990,1,Petrol,audi
 A5,2019,25750,4,Petrol,audi
 Q2,2018,20990,4,Petrol,audi
 A3,2019,21990,4,Petrol,audi
 A4,2018,20990,2,Petrol,audi
 A5,2019,31990,2,Petrol,audi
 Q5,2019,36490,1,Diesel,audi
 A6,2019,27975,1,Diesel,audi
 Q3,2019,31990,4,Diesel,audi
 A8,2019,40990,1,Diesel,audi
 TT,2019,26990,2,Petrol,audi
 Q2,2017,19490,4,Petrol,audi
 Q5,2017,24990,4,Diesel,audi
 A3,2018,22490,2,Petrol,audi
 TT,2019,49990,4,Petrol,audi
 TT,2019,31750,1,Petrol,audi
 Q7,2019,47990,4,Diesel,audi
 Q3,2019,25490,2,Diesel,audi
 A5,2019,29490,1,Petrol,audi
 A3,2020,30990,4,Petrol,audi
 Q2,2020,26339,2,Petrol,audi
 Q5,2019,38990,4,Petrol,audi
 A1,2018,15400,2,Petrol,audi
 A1,2017,14400,2,Petrol,audi
 Q5,2020,37000,4,Petrol,audi
 Q2,2019,22750,2,Diesel,audi
 Q3,2019,37990,1,Petrol,audi
 Q2,2019,28355,1,Petrol,audi
 A6,2019,28490,1,Diesel,audi
 A4,2019,21990,2,Petrol,audi
 TT,2019,26490,1,Petrol,audi
 A4,2019,27490,1,Diesel,audi
 Q3,2020,32500,4,Petrol,audi
 Q2,2019,21500,1,Diesel,audi
 A3,2016,17400,2,Petrol,audi
 A1,2016,14700,2,Diesel,audi
 Q3,2017,19750,2,Petrol,audi
 Q3,2019,25500,1,Diesel,audi
 TT,2016,16400,2,Petrol,audi
 Q5,2017,31990,4,Petrol,audi
 Q2,2017,18250,2,Petrol,audi
 A6,2020,35000,4,Diesel,audi
 A3,2019,33990,1,Petrol,audi
 A1,2019,19857,2,Petrol,audi
 Q7,2019,49490,1,Diesel,audi
 A3,2019,20000,4,Diesel,audi
 A5,2019,27500,1,Diesel,audi
 Q3,2019,27000,2,Petrol,audi
 Q3,2016,16000,2,Diesel,audi
 A1,2017,13000,4,Petrol,audi
 A1,2020,25250,4,Petrol,audi
 Q3,2019,27500,2,Petrol,audi
 A3,2015,16000,4,Hybrid,audi
 A3,2017,19250,2,Petrol,audi
 A4,2019,25250,1,Diesel,audi
 TT,2019,30878,1,Petrol,audi
 Q7,2019,55990,1,Diesel,audi
 TT,2019,28490,1,Petrol,audi
 A1,2020,22000,4,Petrol,audi
 Q7,2020,59750,1,Diesel,audi
 Q5,2020,45000,4,Diesel,audi
 Q2,2020,23000,2,Petrol,audi
 Q7,2019,56900,1,Diesel,audi
 A3,2019,18000,1,Diesel,audi
 Q2,2019,20000,2,Petrol,audi
 A4,2020,32500,4,Diesel,audi
 A4,2015,13491,2,Diesel,audi
 Q3,2016,17032,4,Petrol,audi
 TT,2016,19472,2,Petrol,audi
 A1,2019,21560,4,Petrol,audi
 A6,2018,29200,4,Diesel,audi
 A3,2016,24291,4,Petrol,audi
 A3,2018,21991,4,Petrol,audi
 Q5,2016,22991,4,Diesel,audi
 A5,2016,16926,1,Diesel,audi
 A3,2017,16436,4,Petrol,audi
 Q3,2019,34026,4,Petrol,audi
 A5,2017,19686,1,Diesel,audi
 A1,2016,12291,2,Petrol,audi
 Q7,2017,35991,4,Diesel,audi
 Q7,2019,68000,1,Diesel,audi
 Q3,2018,24991,4,Petrol,audi
 A3,2013,9991,2,Diesel,audi
 A6,2016,31991,4,Petrol,audi
 A1,2016,12491,2,Petrol,audi
 TT,2017,16991,2,Petrol,audi
 A3,2018,26891,4,Petrol,audi
 A8,2018,38861,4,Petrol,audi
 Q2,2017,22692,4,Diesel,audi
 A3,2013,10941,2,Petrol,audi
 A3,2019,17900,2,Diesel,audi
 A3,2019,31750,4,Petrol,audi
 Q2,2019,32500,4,Petrol,audi
 A1,2016,12300,4,Diesel,audi
 A4,2015,13750,4,Diesel,audi
 A5,2019,27500,4,Diesel,audi
 A3,2019,26950,1,Petrol,audi
 Q5,2019,47000,1,Diesel,audi
 A4,2015,14850,2,Petrol,audi
 Q5,2018,28884,4,Diesel,audi
 A4,2018,18350,2,Diesel,audi
 Q3,2016,20700,4,Petrol,audi
 Q3,2017,19741,4,Diesel,audi
 Q5,2016,17585,4,Diesel,audi
 Q5,2016,23442,4,Diesel,audi
 A8,2018,36441,4,Diesel,audi
 A4,2018,20171,4,Petrol,audi
 Q5,2016,21772,4,Diesel,audi
 A3,2016,18381,4,Petrol,audi
 A1,2017,17962,4,Petrol,audi
 Q5,2020,42991,4,Diesel,audi
 A4,2017,21382,4,Diesel,audi
 A4,2017,20900,4,Petrol,audi
 TT,2016,37000,4,Petrol,audi
 TT,2015,16000,2,Diesel,audi
 A4,2020,46750,4,Diesel,audi
 A1,2020,22750,4,Petrol,audi
 A6,2019,28360,4,Diesel,audi
 A5,2019,28320,4,Diesel,audi
 A3,2019,17420,2,Petrol,audi
 Q2,2017,20052,4,Petrol,audi
 Q2,2017,17202,2,Petrol,audi
 A5,2016,15682,2,Petrol,audi
 Q2,2019,21944,4,Diesel,audi
 Q3,2019,28470,2,Petrol,audi
 A4,2020,34990,4,Petrol,audi
 Q3,2020,31990,2,Petrol,audi
 A1,2015,11461,4,Petrol,audi
 A6,2020,35780,4,Diesel,audi
 Q3,2020,32990,2,Diesel,audi
 A4,2019,43880,1,Diesel,audi
 A1,2016,11761,2,Petrol,audi
 A1,2017,12891,2,Petrol,audi
 A4,2019,24480,4,Petrol,audi
 A3,2019,22510,1,Diesel,audi
 A5,2019,26100,1,Petrol,audi
 Q8,2019,48022,1,Diesel,audi
 Q5,2016,21990,4,Diesel,audi
 Q5,2019,67990,4,Diesel,audi
 A1,2019,19979,2,Petrol,audi
 Q2,2020,24653,2,Petrol,audi
 A5,2020,31780,4,Diesel,audi
 Q3,2016,16596,2,Petrol,audi
 A4,2017,21781,4,Petrol,audi
 A1,2016,13671,2,Petrol,audi
 Q7,2016,32989,4,Diesel,audi
 Q5,2019,36050,1,Diesel,audi
 A5,2019,29630,4,Petrol,audi
 Q5,2019,33185,4,Diesel,audi
 Q5,2019,52990,1,Diesel,audi
 A4,2019,45990,1,Diesel,audi
 Q7,2020,59990,4,Diesel,audi
 Q5,2020,34990,4,Diesel,audi
 Q7,2020,86990,4,Diesel,audi
 Q5,2019,44033,4,Petrol,audi
 Q2,2019,36990,1,Petrol,audi
 A3,2019,26664,1,Diesel,audi
 TT,2019,27990,4,Petrol,audi
 Q5,2019,33990,1,Diesel,audi
 A6,2017,22261,4,Diesel,audi
 Q3,2018,23411,4,Petrol,audi
 A3,2018,18291,4,Petrol,audi
 A3,2016,11980,2,Diesel,audi
 Q8,2019,50576,1,Diesel,audi
 A5,2019,28376,1,Diesel,audi
 Q2,2019,19430,2,Diesel,audi
 Q2,2019,24080,4,Petrol,audi
 Q2,2019,20760,4,Diesel,audi
 Q2,2019,26846,4,Petrol,audi
 A3,2019,22910,1,Petrol,audi
 Q5,2019,37844,4,Petrol,audi
 Q2,2019,31270,4,Petrol,audi
 A4,2015,14722,1,Diesel,audi
 A3,2019,22061,2,Diesel,audi
 Q2,2019,29665,2,Petrol,audi
 A6,2019,28990,1,Diesel,audi
 Q5,2018,27841,4,Diesel,audi
 A5,2014,14821,2,Diesel,audi
 A1,2013,9991,4,Petrol,audi
 A3,2020,27991,4,Petrol,audi
 Q5,2019,28070,4,Diesel,audi
 Q2,2019,21512,2,Diesel,audi
 A4,2019,24416,2,Petrol,audi
 A5,2017,29082,1,Petrol,audi
 A4,2019,25826,4,Diesel,audi
 A6,2016,23562,4,Diesel,audi
 Q3,2017,17241,2,Diesel,audi
 A5,2017,19973,2,Petrol,audi
 Q5,2017,36641,4,Petrol,audi
 A5,2017,26990,4,Petrol,audi
 Q3,2017,19990,4,Petrol,audi
 Q7,2020,84990,4,Diesel,audi
 Q5,2016,33990,4,Diesel,audi
 A3,2017,14490,2,Diesel,audi
 A1,2018,17990,2,Petrol,audi
 Q7,2013,24490,4,Diesel,audi
 A3,2018,20490,2,Petrol,audi
 A4,2017,19732,4,Petrol,audi
 A4,2016,14797,4,Diesel,audi
 Q2,2019,27840,4,Diesel,audi
 A5,2020,33990,4,Petrol,audi
 A1,2019,21990,2,Petrol,audi
 Q2,2018,22990,2,Petrol,audi
 A3,2014,14102,4,Diesel,audi
 TT,2017,16995,2,Diesel,audi
 A3,2013,8991,2,Diesel,audi
 A1,2016,15681,4,Petrol,audi
 Q2,2017,20421,4,Petrol,audi
 A5,2016,21111,4,Petrol,audi
 A3,2019,21946,4,Petrol,audi
 Q2,2017,18182,2,Petrol,audi
 Q2,2019,21540,4,Diesel,audi
 Q5,2016,19833,2,Diesel,audi
 Q7,2019,58216,1,Diesel,audi
 A5,2017,20962,4,Diesel,audi
 Q7,2019,48266,1,Diesel,audi
 Q2,2019,24490,2,Petrol,audi
 A8,2018,36990,1,Diesel,audi
 A1,2017,13750,4,Petrol,audi
 RS4,2020,71990,4,Petrol,audi
 Q3,2019,32490,4,Petrol,audi
 R8,2019,117990,1,Petrol,audi
 Q2,2017,23490,4,Petrol,audi
 Q8,2018,51250,4,Diesel,audi
 Q5,2019,39990,1,Petrol,audi
 A6,2015,21490,1,Diesel,audi
 Q5,2020,36990,4,Diesel,audi
 A8,2018,38990,1,Petrol,audi
 Q2,2019,22990,2,Petrol,audi
 A3,2019,18490,2,Diesel,audi
 A4,2017,17490,2,Petrol,audi
 A3,2018,19790,2,Petrol,audi
 A3,2016,19990,4,Petrol,audi
 Q7,2018,56990,1,Diesel,audi
 Q2,2016,19990,4,Petrol,audi
 Q5,2019,51990,4,Diesel,audi
 Q5,2013,18990,1,Petrol,audi
 RS4,2014,24990,4,Petrol,audi
 A1,2019,18690,2,Petrol,audi
 A6,2015,21990,1,Diesel,audi
 A1,2020,23845,4,Petrol,audi
 Q3,2020,38990,4,Petrol,audi
 Q5,2019,34490,1,Diesel,audi
 Q3,2019,28990,1,Diesel,audi
 TT,2019,29975,1,Petrol,audi
 A4,2016,15490,2,Diesel,audi
 Q3,2016,19990,4,Diesel,audi
 Q7,2018,54990,4,Diesel,audi
 A3,2018,29990,4,Petrol,audi
 A4,2018,25490,4,Diesel,audi
 A3,2018,19490,2,Petrol,audi
 Q2,2019,26990,1,Diesel,audi
 A7,2019,42990,4,Diesel,audi
 A3,2019,24990,2,Petrol,audi
 A3,2018,21990,2,Petrol,audi
 A1,2020,23490,4,Petrol,audi
 R8,2020,145000,4,Petrol,audi
 A3,2019,22990,2,Diesel,audi
 A3,2017,18490,2,Petrol,audi
 Q5,2020,37990,4,Diesel,audi
 A3,2017,19490,4,Petrol,audi
 A4,2017,19990,4,Petrol,audi
 Q7,2017,49850,1,Diesel,audi
 Q5,2020,52990,4,Diesel,audi
 A5,2014,12490,4,Petrol,audi
 Q5,2019,29975,1,Diesel,audi
 Q2,2017,20750,2,Petrol,audi
 A3,2017,29490,4,Petrol,audi
 RS6,2017,54990,1,Petrol,audi
 TT,2019,36990,1,Petrol,audi
 Q8,2019,64990,1,Diesel,audi
 A1,2019,21490,4,Petrol,audi
 A6,2019,27990,1,Diesel,audi
 A1,2017,17990,2,Petrol,audi
 A4,2020,47990,4,Diesel,audi
 TT,2019,48990,4,Petrol,audi
 A1,2017,14990,1,Petrol,audi
 Q3,2020,35990,4,Petrol,audi
 A4,2019,26490,2,Petrol,audi
 Q2,2019,24990,4,Petrol,audi
 A3,2019,22490,2,Petrol,audi
 Q3,2019,28990,4,Diesel,audi
 Q7,2017,35990,1,Diesel,audi
 A4,2014,13490,2,Diesel,audi
 Q3,2018,23990,2,Diesel,audi
 A1,2017,13490,2,Petrol,audi
 Q2,2017,18990,2,Petrol,audi
 Q2,2019,25490,1,Petrol,audi
 Q8,2019,56990,1,Diesel,audi
 Q2,2019,29995,4,Petrol,audi
 Q7,2017,52990,1,Diesel,audi
 A3,2019,21990,2,Petrol,audi
 A3,2014,14490,2,Petrol,audi
 A3,2018,21990,1,Petrol,audi
 Q7,2019,46990,1,Diesel,audi
 Q3,2019,31990,1,Petrol,audi
 Q5,2019,32490,1,Diesel,audi
 A5,2018,26490,4,Petrol,audi
 A3,2019,31450,4,Petrol,audi
 TT,2016,36490,1,Petrol,audi
 Q2,2017,21990,4,Diesel,audi
 Q5,2018,34990,4,Petrol,audi
 A4,2017,21990,1,Diesel,audi
 A5,2017,23490,1,Petrol,audi
 A1,2019,21500,4,Petrol,audi
 A6,2019,48000,4,Diesel,audi
 A3,2019,32500,4,Petrol,audi
 Q5,2015,24290,1,Diesel,audi
 A5,2018,32990,1,Petrol,audi
 Q3,2018,20990,2,Diesel,audi
 TT,2017,18990,2,Petrol,audi
 Q3,2016,19990,4,Petrol,audi
 A5,2019,26275,1,Petrol,audi
 A3,2019,23490,4,Petrol,audi
 A3,2019,23450,4,Petrol,audi
 A1,2017,17490,4,Petrol,audi
 A4,2017,19490,4,Petrol,audi
 A8,2019,38975,1,Diesel,audi
 A5,2019,25990,2,Petrol,audi
 A4,2019,22690,2,Petrol,audi
 Q5,2019,43990,4,Diesel,audi
 Q3,2020,34490,4,Petrol,audi
 A3,2014,15000,4,Hybrid,audi
 A5,2019,26000,4,Diesel,audi
 A4,2019,25000,4,Diesel,audi
 A5,2020,31000,2,Petrol,audi
 Q5,2019,54000,4,Diesel,audi
 A1,2019,22500,4,Petrol,audi
 A6,2016,17000,4,Diesel,audi
 A7,2017,24500,4,Diesel,audi
 A3,2017,13500,2,Petrol,audi
 Q5,2014,25000,4,Diesel,audi
 Q5,2016,19000,4,Diesel,audi
 A8,2018,35000,4,Diesel,audi
 Q3,2016,21000,4,Petrol,audi
 Q3,2020,36000,4,Petrol,audi
 A6,2020,42500,4,Diesel,audi
 A1,2020,25000,4,Petrol,audi
 RS4,2019,58990,1,Petrol,audi
 Q2,2019,34990,4,Petrol,audi
 A3,2019,24212,2,Diesel,audi
 A5,2019,34990,4,Petrol,audi
 RS4,2019,60990,1,Petrol,audi
 Q5,2019,37980,1,Diesel,audi
 RS5,2019,55990,1,Petrol,audi
 RS4,2020,67000,4,Petrol,audi
 A4,2020,35000,4,Petrol,audi
 A3,2020,35000,4,Petrol,audi
 Q3,2020,37000,4,Diesel,audi
 Q5,2019,35500,4,Petrol,audi
 A5,2019,28500,2,Petrol,audi
 A1,2019,19000,2,Petrol,audi
 Q7,2019,47500,4,Diesel,audi
 A5,2019,27000,1,Diesel,audi
 Q5,2017,26500,4,Diesel,audi
 Q2,2018,18000,2,Petrol,audi
 A5,2016,19000,2,Diesel,audi
 A4,2018,19500,2,Petrol,audi
 Q3,2020,35500,4,Diesel,audi
 A3,2019,33000,4,Petrol,audi
 A7,2019,33000,4,Diesel,audi
 A1,2019,23500,4,Petrol,audi
 R8,2019,125000,4,Petrol,audi
 A1,2017,14490,2,Petrol,audi
 Q3,2019,29500,4,Petrol,audi
 A6,2016,16000,4,Diesel,audi
 A7,2017,21500,4,Diesel,audi
 Q2,2018,23500,4,Petrol,audi
 Q5,2020,38500,4,Petrol,audi
 TT,2020,53500,4,Petrol,audi
 A5,2020,33000,4,Petrol,audi
 A5,2018,22990,2,Petrol,audi
 A1,2016,15490,4,Petrol,audi
 A1,2017,15990,2,Petrol,audi
 Q7,2018,70990,1,Diesel,audi
 Q7,2018,57490,4,Diesel,audi
 Q2,2020,22669,2,Petrol,audi
 Q8,2019,76990,4,Diesel,audi
 Q5,2019,35490,4,Diesel,audi
 Q5,2019,35000,4,Diesel,audi
 Q3,2019,32990,4,Petrol,audi
 Q2,2017,19490,2,Petrol,audi
 R8,2019,109990,1,Petrol,audi
 Q2,2020,26169,2,Petrol,audi
 A3,2019,33500,4,Petrol,audi
 TT,2019,30000,4,Petrol,audi
 A3,2017,18000,2,Diesel,audi
 Q5,2016,20000,2,Diesel,audi
 A3,2017,23000,4,Petrol,audi
 A3,2016,19490,4,Petrol,audi
 Q5,2015,23990,1,Diesel,audi
 RS3,2018,36490,1,Petrol,audi
 RS6,2014,40990,1,Petrol,audi
 A6,2019,25990,4,Diesel,audi
 Q3,2017,19990,2,Petrol,audi
 Q2,2017,17790,2,Petrol,audi
 A8,2016,23995,4,Diesel,audi
 A4,2017,20990,2,Petrol,audi
 Q5,2017,33990,4,Diesel,audi
 A4,2017,18490,2,Petrol,audi
 R8,2014,51990,4,Petrol,audi
 A4,2017,20450,4,Petrol,audi
 A1,2013,7610,2,Petrol,audi
 Q3,2016,16390,4,Diesel,audi
 A1,2013,8609,2,Petrol,audi
